variant,round,metric,value
task4,4473.0,score,1.06
task4,4474.0,score,1.06
task4,4475.0,score,1.06
task4,4476.0,score,1.08
task4,4477.0,score,1.08
task4,4478.0,score,1.08
task4,4479.0,score,1.08
task4,4480.0,score,1.09
task4,4481.0,score,1.07
task4,4482.0,score,1.08
task4,4483.0,score,1.05
task4,4484.0,score,1.04
task4,4485.0,score,1.04
task4,4486.0,score,1.05
task4,4487.0,score,1.06
task4,4488.0,score,1.1
task4,4489.0,score,1.1
task4,4490.0,score,1.1
task4,4491.0,score,1.06
task4,4492.0,score,1.04
task4,4493.0,score,1.0
task4,4494.0,score,1.0
task4,4495.0,score,0.98
task4,4496.0,score,0.96
task4,4497.0,score,1.0
task4,4498.0,score,1.02
task4,4499.0,score,1.03
task4,4500.0,score,1.02
task4,4501.0,score,0.99
task4,4502.0,score,0.97
task4,4503.0,score,0.96
task4,4504.0,score,0.93
task4,4505.0,score,0.93
task4,4506.0,score,0.91
task4,4507.0,score,0.91
task4,4508.0,score,0.91
task4,4509.0,score,0.93
task4,4510.0,score,0.94
task4,4511.0,score,0.95
task4,4512.0,score,0.97
task4,4513.0,score,0.97
task4,4514.0,score,0.94
task4,4515.0,score,0.93
task4,4516.0,score,0.97
task4,4517.0,score,0.98
task4,4518.0,score,1.05
task4,4519.0,score,1.11
task4,4520.0,score,1.1
task4,4521.0,score,1.08
task4,4522.0,score,1.09
task4,4523.0,score,1.12
task4,4524.0,score,1.13
task4,4525.0,score,1.13
task4,4526.0,score,1.16
task4,4527.0,score,1.17
task4,4528.0,score,1.19
task4,4529.0,score,1.18
task4,4530.0,score,1.17
task4,4531.0,score,1.14
task4,4532.0,score,1.19
task4,4533.0,score,1.16
task4,4534.0,score,1.19
task4,4535.0,score,1.13
task4,4536.0,score,1.13
task4,4537.0,score,1.13
task4,4538.0,score,1.12
task4,4539.0,score,1.14
task4,4540.0,score,1.15
task4,4541.0,score,1.13
task4,4542.0,score,1.13
task4,4543.0,score,1.13
task4,4544.0,score,1.13
task4,4545.0,score,1.2
task4,4546.0,score,1.21
task4,4547.0,score,1.24
task4,4548.0,score,1.25
task4,4549.0,score,1.24
task4,4550.0,score,1.26
task4,4551.0,score,1.26
task4,4552.0,score,1.3
task4,4553.0,score,1.3
task4,4554.0,score,1.3
task4,4555.0,score,1.31
task4,4556.0,score,1.31
task4,4557.0,score,1.31
task4,4558.0,score,1.31
task4,4559.0,score,1.31
task4,4560.0,score,1.35
task4,4561.0,score,1.36
task4,4562.0,score,1.36
task4,4563.0,score,1.37
task4,4564.0,score,1.38
task4,4565.0,score,1.35
task4,4566.0,score,1.35
task4,4567.0,score,1.35
task4,4568.0,score,1.35
task4,4569.0,score,1.33
task4,4570.0,score,1.32
task4,4571.0,score,1.33
task4,4572.0,score,1.29
task4,4573.0,score,1.29
task4,4574.0,score,1.29
task4,4575.0,score,1.29
task4,4576.0,score,1.27
task4,4577.0,score,1.29
task4,4578.0,score,1.29
task4,4579.0,score,1.28
task4,4580.0,score,1.27
task4,4581.0,score,1.27
task4,4582.0,score,1.27
task4,4583.0,score,1.35
task4,4584.0,score,1.38
task4,4585.0,score,1.38
task4,4586.0,score,1.4
task4,4587.0,score,1.4
task4,4588.0,score,1.38
task4,4589.0,score,1.37
task4,4590.0,score,1.37
task4,4591.0,score,1.41
task4,4592.0,score,1.41
task4,4593.0,score,1.45
task4,4594.0,score,1.44
task4,4595.0,score,1.45
task4,4596.0,score,1.45
task4,4597.0,score,1.41
task4,4598.0,score,1.4
task4,4599.0,score,1.38
task4,4600.0,score,1.37
task4,4601.0,score,1.37
task4,4602.0,score,1.37
task4,4603.0,score,1.37
task4,4604.0,score,1.43
task4,4605.0,score,1.43
task4,4606.0,score,1.43
task4,4607.0,score,1.44
task4,4608.0,score,1.45
task4,4609.0,score,1.43
task4,4610.0,score,1.43
task4,4611.0,score,1.44
task4,4612.0,score,1.45
task4,4613.0,score,1.45
task4,4614.0,score,1.45
task4,4615.0,score,1.44
task4,4616.0,score,1.42
task4,4617.0,score,1.41
task4,4618.0,score,1.36
task4,4619.0,score,1.32
task4,4620.0,score,1.33
task4,4621.0,score,1.33
task4,4622.0,score,1.32
task4,4623.0,score,1.29
task4,4624.0,score,1.27
task4,4625.0,score,1.27
task4,4626.0,score,1.24
task4,4627.0,score,1.22
task4,4628.0,score,1.2
task4,4629.0,score,1.2
task4,4630.0,score,1.22
task4,4631.0,score,1.26
task4,4632.0,score,1.21
task4,4633.0,score,1.23
task4,4634.0,score,1.21
task4,4635.0,score,1.21
task4,4636.0,score,1.28
task4,4637.0,score,1.3
task4,4638.0,score,1.3
task4,4639.0,score,1.28
task4,4640.0,score,1.27
task4,4641.0,score,1.27
task4,4642.0,score,1.27
task4,4643.0,score,1.29
task4,4644.0,score,1.3
task4,4645.0,score,1.23
task4,4646.0,score,1.22
task4,4647.0,score,1.25
task4,4648.0,score,1.24
task4,4649.0,score,1.24
task4,4650.0,score,1.22
task4,4651.0,score,1.22
task4,4652.0,score,1.19
task4,4653.0,score,1.2
task4,4654.0,score,1.21
task4,4655.0,score,1.22
task4,4656.0,score,1.23
task4,4657.0,score,1.23
task4,4658.0,score,1.23
task4,4659.0,score,1.23
task4,4660.0,score,1.19
task4,4661.0,score,1.18
task4,4662.0,score,1.2
task4,4663.0,score,1.19
task4,4664.0,score,1.16
task4,4665.0,score,1.16
task4,4666.0,score,1.16
task4,4667.0,score,1.16
task4,4668.0,score,1.17
task4,4669.0,score,1.18
task4,4670.0,score,1.18
task4,4671.0,score,1.17
task4,4672.0,score,1.16
task4,4673.0,score,1.17
task4,4674.0,score,1.18
task4,4675.0,score,1.18
task4,4676.0,score,1.18
task4,4677.0,score,1.16
task4,4678.0,score,1.17
task4,4679.0,score,1.17
task4,4680.0,score,1.21
task4,4681.0,score,1.2
task4,4682.0,score,1.22
task4,4683.0,score,1.15
task4,4684.0,score,1.15
task4,4685.0,score,1.15
task4,4686.0,score,1.14
task4,4687.0,score,1.13
task4,4688.0,score,1.11
task4,4689.0,score,1.11
task4,4690.0,score,1.15
task4,4691.0,score,1.11
task4,4692.0,score,1.13
task4,4693.0,score,1.11
task4,4694.0,score,1.14
task4,4695.0,score,1.15
task4,4696.0,score,1.16
task4,4697.0,score,1.18
task4,4698.0,score,1.18
task4,4699.0,score,1.17
task4,4700.0,score,1.17
task4,4701.0,score,1.19
task4,4702.0,score,1.2
task4,4703.0,score,1.2
task4,4704.0,score,1.14
task4,4705.0,score,1.15
task4,4706.0,score,1.2
task4,4707.0,score,1.21
task4,4708.0,score,1.2
task4,4709.0,score,1.2
task4,4710.0,score,1.19
task4,4711.0,score,1.17
task4,4712.0,score,1.15
task4,4713.0,score,1.15
task4,4714.0,score,1.16
task4,4715.0,score,1.16
task4,4716.0,score,1.15
task4,4717.0,score,1.21
task4,4718.0,score,1.19
task4,4719.0,score,1.17
task4,4720.0,score,1.16
task4,4721.0,score,1.17
task4,4722.0,score,1.18
task4,4723.0,score,1.18
task4,4724.0,score,1.2
task4,4725.0,score,1.22
task4,4726.0,score,1.22
task4,4727.0,score,1.23
task4,4728.0,score,1.23
task4,4729.0,score,1.24
task4,4730.0,score,1.24
task4,4731.0,score,1.2
task4,4732.0,score,1.19
task4,4733.0,score,1.18
task4,4734.0,score,1.17
task4,4735.0,score,1.17
task4,4736.0,score,1.11
task4,4737.0,score,1.09
task4,4738.0,score,1.11
task4,4739.0,score,1.1
task4,4740.0,score,1.12
task4,4741.0,score,1.12
task4,4742.0,score,1.11
task4,4743.0,score,1.18
task4,4744.0,score,1.17
task4,4745.0,score,1.17
task4,4746.0,score,1.17
task4,4747.0,score,1.13
task4,4748.0,score,1.14
task4,4749.0,score,1.14
task4,4750.0,score,1.14
task4,4751.0,score,1.15
task4,4752.0,score,1.16
task4,4753.0,score,1.16
task4,4754.0,score,1.21
task4,4755.0,score,1.19
task4,4756.0,score,1.18
task4,4757.0,score,1.2
task4,4758.0,score,1.2
task4,4759.0,score,1.19
task4,4760.0,score,1.19
task4,4761.0,score,1.21
task4,4762.0,score,1.2
task4,4763.0,score,1.19
task4,4764.0,score,1.21
task4,4765.0,score,1.21
task4,4766.0,score,1.21
task4,4767.0,score,1.24
task4,4768.0,score,1.22
task4,4769.0,score,1.22
task4,4770.0,score,1.22
task4,4771.0,score,1.29
task4,4772.0,score,1.28
task4,4773.0,score,1.28
task4,4774.0,score,1.27
task4,4775.0,score,1.29
task4,4776.0,score,1.3
task4,4777.0,score,1.31
task4,4778.0,score,1.31
task4,4779.0,score,1.34
task4,4780.0,score,1.28
task4,4781.0,score,1.29
task4,4782.0,score,1.27
task4,4783.0,score,1.26
task4,4784.0,score,1.3
task4,4785.0,score,1.31
task4,4786.0,score,1.31
task4,4787.0,score,1.32
task4,4788.0,score,1.35
task4,4789.0,score,1.37
task4,4790.0,score,1.33
task4,4791.0,score,1.36
task4,4792.0,score,1.35
task4,4793.0,score,1.34
task4,4794.0,score,1.3
task4,4795.0,score,1.31
task4,4796.0,score,1.28
task4,4797.0,score,1.26
task4,4798.0,score,1.29
task4,4799.0,score,1.3
task4,4800.0,score,1.33
task4,4801.0,score,1.29
task4,4802.0,score,1.29
task4,4803.0,score,1.29
task4,4804.0,score,1.28
task4,4805.0,score,1.3
task4,4806.0,score,1.31
task4,4807.0,score,1.28
task4,4808.0,score,1.29
task4,4809.0,score,1.29
task4,4810.0,score,1.29
task4,4811.0,score,1.31
task4,4812.0,score,1.31
task4,4813.0,score,1.32
task4,4814.0,score,1.31
task4,4815.0,score,1.34
task4,4816.0,score,1.32
task4,4817.0,score,1.26
task4,4818.0,score,1.26
task4,4819.0,score,1.27
task4,4820.0,score,1.29
task4,4821.0,score,1.28
task4,4822.0,score,1.27
task4,4823.0,score,1.27
task4,4824.0,score,1.25
task4,4825.0,score,1.23
task4,4826.0,score,1.23
task4,4827.0,score,1.22
task4,4828.0,score,1.22
task4,4829.0,score,1.2
task4,4830.0,score,1.18
task4,4831.0,score,1.19
task4,4832.0,score,1.21
task4,4833.0,score,1.2
task4,4834.0,score,1.21
task4,4835.0,score,1.21
task4,4836.0,score,1.2
task4,4837.0,score,1.28
task4,4838.0,score,1.31
task4,4839.0,score,1.37
task4,4840.0,score,1.36
task4,4841.0,score,1.37
task4,4842.0,score,1.38
task4,4843.0,score,1.3
task4,4844.0,score,1.3
task4,4845.0,score,1.3
task4,4846.0,score,1.3
task4,4847.0,score,1.28
task4,4848.0,score,1.3
task4,4849.0,score,1.36
task4,4850.0,score,1.39
task4,4851.0,score,1.38
task4,4852.0,score,1.39
task4,4853.0,score,1.38
task4,4854.0,score,1.33
task4,4855.0,score,1.33
task4,4856.0,score,1.32
task4,4857.0,score,1.3
task4,4858.0,score,1.3
task4,4859.0,score,1.3
task4,4860.0,score,1.34
task4,4861.0,score,1.34
task4,4862.0,score,1.33
task4,4863.0,score,1.34
task4,4864.0,score,1.32
task4,4865.0,score,1.32
task4,4866.0,score,1.32
task4,4867.0,score,1.29
task4,4868.0,score,1.29
task4,4869.0,score,1.3
task4,4870.0,score,1.29
task4,4871.0,score,1.24
task4,4872.0,score,1.24
task4,4873.0,score,1.22
task4,4874.0,score,1.23
task4,4875.0,score,1.23
task4,4876.0,score,1.24
task4,4877.0,score,1.24
task4,4878.0,score,1.23
task4,4879.0,score,1.21
task4,4880.0,score,1.21
task4,4881.0,score,1.22
task4,4882.0,score,1.22
task4,4883.0,score,1.22
task4,4884.0,score,1.15
task4,4885.0,score,1.15
task4,4886.0,score,1.12
task4,4887.0,score,1.11
task4,4888.0,score,1.12
task4,4889.0,score,1.1
task4,4890.0,score,1.1
task4,4891.0,score,1.08
task4,4892.0,score,1.07
task4,4893.0,score,1.06
task4,4894.0,score,1.06
task4,4895.0,score,1.04
task4,4896.0,score,1.04
task4,4897.0,score,1.07
task4,4898.0,score,1.04
task4,4899.0,score,1.03
task4,4900.0,score,1.01
task4,4901.0,score,1.02
task4,4902.0,score,1.03
task4,4903.0,score,1.05
task4,4904.0,score,1.04
task4,4905.0,score,1.0
task4,4906.0,score,0.96
task4,4907.0,score,0.97
task4,4908.0,score,0.96
task4,4909.0,score,0.96
task4,4910.0,score,1.0
task4,4911.0,score,0.99
task4,4912.0,score,0.99
task4,4913.0,score,0.98
task4,4914.0,score,0.99
task4,4915.0,score,0.96
task4,4916.0,score,0.96
task4,4917.0,score,0.98
task4,4918.0,score,0.98
task4,4919.0,score,1.0
task4,4920.0,score,0.98
task4,4921.0,score,0.98
task4,4922.0,score,0.98
task4,4923.0,score,0.98
task4,4924.0,score,0.98
task4,4925.0,score,1.01
task4,4926.0,score,1.01
task4,4927.0,score,1.01
task4,4928.0,score,1.03
task4,4929.0,score,1.04
task4,4930.0,score,1.05
task4,4931.0,score,1.05
task4,4932.0,score,1.03
task4,4933.0,score,1.03
task4,4934.0,score,1.02
task4,4935.0,score,1.02
task4,4936.0,score,1.08
task4,4937.0,score,1.01
task4,4938.0,score,0.97
task4,4939.0,score,0.92
task4,4940.0,score,0.97
task4,4941.0,score,0.96
task4,4942.0,score,0.95
task4,4943.0,score,0.96
task4,4944.0,score,0.97
task4,4945.0,score,0.99
task4,4946.0,score,0.99
task4,4947.0,score,1.0
task4,4948.0,score,0.96
task4,4949.0,score,0.92
task4,4950.0,score,0.89
task4,4951.0,score,0.89
task4,4952.0,score,0.91
task4,4953.0,score,0.93
task4,4954.0,score,0.93
task4,4955.0,score,0.93
task4,4956.0,score,0.97
task4,4957.0,score,0.97
task4,4958.0,score,0.98
task4,4959.0,score,1.0
task4,4960.0,score,0.97
task4,4961.0,score,0.97
task4,4962.0,score,0.98
task4,4963.0,score,0.97
task4,4964.0,score,0.99
task4,4965.0,score,0.99
task4,4966.0,score,0.99
task4,4967.0,score,0.99
task4,4968.0,score,1.0
task4,4969.0,score,0.98
task4,4970.0,score,1.02
task4,4971.0,score,1.0
task4,4972.0,score,1.01
task4,4973.0,score,1.01
task4,4974.0,score,1.03
task4,4975.0,score,1.04
task4,4976.0,score,1.11
task4,4977.0,score,1.1
task4,4978.0,score,1.1
task4,4979.0,score,1.09
task4,4980.0,score,1.09
task4,4981.0,score,1.07
task4,4982.0,score,1.09
task4,4983.0,score,1.11
task4,4984.0,score,1.13
task4,4985.0,score,1.15
task4,4986.0,score,1.16
task4,4987.0,score,1.16
task4,4988.0,score,1.12
task4,4989.0,score,1.12
task4,4990.0,score,1.13
task4,4991.0,score,1.13
task4,4992.0,score,1.19
task4,4993.0,score,1.22
task4,4994.0,score,1.22
task4,4995.0,score,1.21
task4,4996.0,score,1.22
task4,4997.0,score,1.21
task4,4998.0,score,1.21
task4,4999.0,score,1.22
task4,5000.0,score,1.21
task4,5001.0,score,1.2
task4,5002.0,score,1.24
task4,5003.0,score,1.22
task4,5004.0,score,1.23
task4,5005.0,score,1.23
task4,5006.0,score,1.21
task4,5007.0,score,1.2
task4,5008.0,score,1.2
task4,5009.0,score,1.22
task4,5010.0,score,1.21
task4,5011.0,score,1.22
task4,5012.0,score,1.21
task4,5013.0,score,1.21
task4,5014.0,score,1.2
task4,5015.0,score,1.2
task4,5016.0,score,1.2
task4,5017.0,score,1.19
task4,5018.0,score,1.21
task4,5019.0,score,1.18
task4,5020.0,score,1.18
task4,5021.0,score,1.2
task4,5022.0,score,1.2
task4,5023.0,score,1.25
task4,5024.0,score,1.27
task4,5025.0,score,1.25
task4,5026.0,score,1.25
task4,5027.0,score,1.31
task4,5028.0,score,1.32
task4,5029.0,score,1.31
task4,5030.0,score,1.31
task4,5031.0,score,1.31
task4,5032.0,score,1.33
task4,5033.0,score,1.36
task4,5034.0,score,1.38
task4,5035.0,score,1.39
task4,5036.0,score,1.33
task4,5037.0,score,1.32
task4,5038.0,score,1.32
task4,5039.0,score,1.31
task4,5040.0,score,1.25
task4,5041.0,score,1.26
task4,5042.0,score,1.26
task4,5043.0,score,1.24
task4,5044.0,score,1.23
task4,5045.0,score,1.23
task4,5046.0,score,1.23
task4,5047.0,score,1.22
task4,5048.0,score,1.23
task4,5049.0,score,1.22
task4,5050.0,score,1.23
task4,5051.0,score,1.25
task4,5052.0,score,1.23
task4,5053.0,score,1.22
task4,5054.0,score,1.21
task4,5055.0,score,1.21
task4,5056.0,score,1.17
task4,5057.0,score,1.17
task4,5058.0,score,1.16
task4,5059.0,score,1.14
task4,5060.0,score,1.16
task4,5061.0,score,1.15
task4,5062.0,score,1.14
task4,5063.0,score,1.14
task4,5064.0,score,1.12
task4,5065.0,score,1.12
task4,5066.0,score,1.13
task4,5067.0,score,1.14
task4,5068.0,score,1.18
task4,5069.0,score,1.19
task4,5070.0,score,1.15
task4,5071.0,score,1.18
task4,5072.0,score,1.26
task4,5073.0,score,1.28
task4,5074.0,score,1.27
task4,5075.0,score,1.24
task4,5076.0,score,1.15
task4,5077.0,score,1.15
task4,5078.0,score,1.15
task4,5079.0,score,1.15
task4,5080.0,score,1.16
task4,5081.0,score,1.16
task4,5082.0,score,1.13
task4,5083.0,score,1.11
task4,5084.0,score,1.09
task4,5085.0,score,1.08
task4,5086.0,score,1.07
task4,5087.0,score,1.15
task4,5088.0,score,1.16
task4,5089.0,score,1.19
task4,5090.0,score,1.18
task4,5091.0,score,1.17
task4,5092.0,score,1.11
task4,5093.0,score,1.08
task4,5094.0,score,1.08
task4,5095.0,score,1.16
task4,5096.0,score,1.18
task4,5097.0,score,1.22
task4,5098.0,score,1.23
task4,5099.0,score,1.24
task4,5100.0,score,1.25
task4,5101.0,score,1.25
task4,5102.0,score,1.2
task4,5103.0,score,1.22
task4,5104.0,score,1.23
task4,5105.0,score,1.23
task4,5106.0,score,1.31
task4,5107.0,score,1.31
task4,5108.0,score,1.31
task4,5109.0,score,1.29
task4,5110.0,score,1.28
task4,5111.0,score,1.28
task4,5112.0,score,1.28
task4,5113.0,score,1.29
task4,5114.0,score,1.29
task4,5115.0,score,1.3
task4,5116.0,score,1.3
task4,5117.0,score,1.3
task4,5118.0,score,1.31
task4,5119.0,score,1.31
task4,5120.0,score,1.31
task4,5121.0,score,1.29
task4,5122.0,score,1.31
task4,5123.0,score,1.26
task4,5124.0,score,1.24
task4,5125.0,score,1.23
task4,5126.0,score,1.24
task4,5127.0,score,1.18
task4,5128.0,score,1.15
task4,5129.0,score,1.16
task4,5130.0,score,1.16
task4,5131.0,score,1.19
task4,5132.0,score,1.17
task4,5133.0,score,1.15
task4,5134.0,score,1.13
task4,5135.0,score,1.12
task4,5136.0,score,1.12
task4,5137.0,score,1.16
task4,5138.0,score,1.15
task4,5139.0,score,1.15
task4,5140.0,score,1.15
task4,5141.0,score,1.14
task4,5142.0,score,1.16
task4,5143.0,score,1.17
task4,5144.0,score,1.17
task4,5145.0,score,1.16
task4,5146.0,score,1.21
task4,5147.0,score,1.21
task4,5148.0,score,1.22
task4,5149.0,score,1.22
task4,5150.0,score,1.24
task4,5151.0,score,1.22
task4,5152.0,score,1.19
task4,5153.0,score,1.18
task4,5154.0,score,1.21
task4,5155.0,score,1.22
task4,5156.0,score,1.23
task4,5157.0,score,1.23
task4,5158.0,score,1.24
task4,5159.0,score,1.24
task4,5160.0,score,1.21
task4,5161.0,score,1.19
task4,5162.0,score,1.21
task4,5163.0,score,1.21
task4,5164.0,score,1.24
task4,5165.0,score,1.25
task4,5166.0,score,1.24
task4,5167.0,score,1.23
task4,5168.0,score,1.18
task4,5169.0,score,1.17
task4,5170.0,score,1.18
task4,5171.0,score,1.22
task4,5172.0,score,1.13
task4,5173.0,score,1.11
task4,5174.0,score,1.09
task4,5175.0,score,1.09
task4,5176.0,score,1.09
task4,5177.0,score,1.1
task4,5178.0,score,1.11
task4,5179.0,score,1.12
task4,5180.0,score,1.11
task4,5181.0,score,1.11
task4,5182.0,score,1.11
task4,5183.0,score,1.12
task4,5184.0,score,1.18
task4,5185.0,score,1.16
task4,5186.0,score,1.18
task4,5187.0,score,1.11
task4,5188.0,score,1.12
task4,5189.0,score,1.11
task4,5190.0,score,1.12
task4,5191.0,score,1.14
task4,5192.0,score,1.16
task4,5193.0,score,1.16
task4,5194.0,score,1.16
task4,5195.0,score,1.08
task4,5196.0,score,1.05
task4,5197.0,score,1.01
task4,5198.0,score,1.01
task4,5199.0,score,1.02
task4,5200.0,score,1.02
task4,5201.0,score,1.02
task4,5202.0,score,1.01
task4,5203.0,score,1.05
task4,5204.0,score,1.09
task4,5205.0,score,1.1
task4,5206.0,score,1.06
task4,5207.0,score,1.06
task4,5208.0,score,1.07
task4,5209.0,score,1.09
task4,5210.0,score,1.1
task4,5211.0,score,1.09
task4,5212.0,score,1.11
task4,5213.0,score,1.12
task4,5214.0,score,1.12
task4,5215.0,score,1.14
task4,5216.0,score,1.14
task4,5217.0,score,1.13
task4,5218.0,score,1.11
task4,5219.0,score,1.11
task4,5220.0,score,1.11
task4,5221.0,score,1.13
task4,5222.0,score,1.11
task4,5223.0,score,1.11
task4,5224.0,score,1.11
task4,5225.0,score,1.14
task4,5226.0,score,1.13
task4,5227.0,score,1.13
task4,5228.0,score,1.13
task4,5229.0,score,1.12
task4,5230.0,score,1.13
task4,5231.0,score,1.16
task4,5232.0,score,1.2
task4,5233.0,score,1.21
task4,5234.0,score,1.22
task4,5235.0,score,1.3
task4,5236.0,score,1.32
task4,5237.0,score,1.32
task4,5238.0,score,1.38
task4,5239.0,score,1.45
task4,5240.0,score,1.46
task4,5241.0,score,1.49
task4,5242.0,score,1.47
task4,5243.0,score,1.48
task4,5244.0,score,1.48
task4,5245.0,score,1.48
task4,5246.0,score,1.47
task4,5247.0,score,1.54
task4,5248.0,score,1.52
task4,5249.0,score,1.51
task4,5250.0,score,1.49
task4,5251.0,score,1.49
task4,5252.0,score,1.49
task4,5253.0,score,1.49
task4,5254.0,score,1.46
task4,5255.0,score,1.5
task4,5256.0,score,1.49
task4,5257.0,score,1.49
task4,5258.0,score,1.48
task4,5259.0,score,1.51
task4,5260.0,score,1.51
task4,5261.0,score,1.51
task4,5262.0,score,1.49
task4,5263.0,score,1.51
task4,5264.0,score,1.51
task4,5265.0,score,1.57
task4,5266.0,score,1.59
task4,5267.0,score,1.59
task4,5268.0,score,1.59
task4,5269.0,score,1.59
task4,5270.0,score,1.6
task4,5271.0,score,1.53
task4,5272.0,score,1.53
task4,5273.0,score,1.59
task4,5274.0,score,1.59
task4,5275.0,score,1.6
task4,5276.0,score,1.63
task4,5277.0,score,1.62
task4,5278.0,score,1.67
task4,5279.0,score,1.66
task4,5280.0,score,1.66
task4,5281.0,score,1.66
task4,5282.0,score,1.67
task4,5283.0,score,1.69
task4,5284.0,score,1.63
task4,5285.0,score,1.66
task4,5286.0,score,1.64
task4,5287.0,score,1.63
task4,5288.0,score,1.61
task4,5289.0,score,1.59
task4,5290.0,score,1.59
task4,5291.0,score,1.58
task4,5292.0,score,1.56
task4,5293.0,score,1.57
task4,5294.0,score,1.59
task4,5295.0,score,1.6
task4,5296.0,score,1.6
task4,5297.0,score,1.6
task4,5298.0,score,1.58
task4,5299.0,score,1.58
task4,5300.0,score,1.57
task4,5301.0,score,1.58
task4,5302.0,score,1.59
task4,5303.0,score,1.53
task4,5304.0,score,1.49
task4,5305.0,score,1.49
task4,5306.0,score,1.45
task4,5307.0,score,1.48
task4,5308.0,score,1.48
task4,5309.0,score,1.46
task4,5310.0,score,1.43
task4,5311.0,score,1.42
task4,5312.0,score,1.41
task4,5313.0,score,1.4
task4,5314.0,score,1.4
task4,5315.0,score,1.42
task4,5316.0,score,1.43
task4,5317.0,score,1.43
task4,5318.0,score,1.43
task4,5319.0,score,1.44
task4,5320.0,score,1.47
task4,5321.0,score,1.48
task4,5322.0,score,1.52
task4,5323.0,score,1.55
task4,5324.0,score,1.57
task4,5325.0,score,1.55
task4,5326.0,score,1.55
task4,5327.0,score,1.56
task4,5328.0,score,1.6
task4,5329.0,score,1.6
task4,5330.0,score,1.61
task4,5331.0,score,1.55
task4,5332.0,score,1.51
task4,5333.0,score,1.49
task4,5334.0,score,1.49
task4,5335.0,score,1.54
task4,5336.0,score,1.55
task4,5337.0,score,1.53
task4,5338.0,score,1.47
task4,5339.0,score,1.43
task4,5340.0,score,1.42
task4,5341.0,score,1.39
task4,5342.0,score,1.39
task4,5343.0,score,1.39
task4,5344.0,score,1.41
task4,5345.0,score,1.4
task4,5346.0,score,1.36
task4,5347.0,score,1.29
task4,5348.0,score,1.33
task4,5349.0,score,1.36
task4,5350.0,score,1.38
task4,5351.0,score,1.38
task4,5352.0,score,1.39
task4,5353.0,score,1.41
task4,5354.0,score,1.45
task4,5355.0,score,1.4
task4,5356.0,score,1.42
task4,5357.0,score,1.42
task4,5358.0,score,1.45
task4,5359.0,score,1.42
task4,5360.0,score,1.42
task4,5361.0,score,1.42
task4,5362.0,score,1.44
task4,5363.0,score,1.44
task4,5364.0,score,1.41
task4,5365.0,score,1.35
task4,5366.0,score,1.34
task4,5367.0,score,1.34
task4,5368.0,score,1.34
task4,5369.0,score,1.34
task4,5370.0,score,1.33
task4,5371.0,score,1.35
task4,5372.0,score,1.35
task4,5373.0,score,1.31
task4,5374.0,score,1.32
task4,5375.0,score,1.36
task4,5376.0,score,1.33
task4,5377.0,score,1.34
task4,5378.0,score,1.29
task4,5379.0,score,1.29
task4,5380.0,score,1.29
task4,5381.0,score,1.29
task4,5382.0,score,1.3
task4,5383.0,score,1.28
task4,5384.0,score,1.28
task4,5385.0,score,1.26
task4,5386.0,score,1.34
task4,5387.0,score,1.36
task4,5388.0,score,1.36
task4,5389.0,score,1.36
task4,5390.0,score,1.35
task4,5391.0,score,1.37
task4,5392.0,score,1.37
task4,5393.0,score,1.37
task4,5394.0,score,1.37
task4,5395.0,score,1.36
task4,5396.0,score,1.36
task4,5397.0,score,1.34
task4,5398.0,score,1.34
task4,5399.0,score,1.31
task4,5400.0,score,1.35
task4,5401.0,score,1.37
task4,5402.0,score,1.39
task4,5403.0,score,1.48
task4,5404.0,score,1.46
task4,5405.0,score,1.48
task4,5406.0,score,1.48
task4,5407.0,score,1.45
task4,5408.0,score,1.46
task4,5409.0,score,1.47
task4,5410.0,score,1.47
task4,5411.0,score,1.5
task4,5412.0,score,1.51
task4,5413.0,score,1.54
task4,5414.0,score,1.55
task4,5415.0,score,1.51
task4,5416.0,score,1.52
task4,5417.0,score,1.52
task4,5418.0,score,1.51
task4,5419.0,score,1.5
task4,5420.0,score,1.48
task4,5421.0,score,1.46
task4,5422.0,score,1.44
task4,5423.0,score,1.45
task4,5424.0,score,1.44
task4,5425.0,score,1.46
task4,5426.0,score,1.52
task4,5427.0,score,1.51
task4,5428.0,score,1.47
task4,5429.0,score,1.47
task4,5430.0,score,1.45
task4,5431.0,score,1.44
task4,5432.0,score,1.44
task4,5433.0,score,1.45
task4,5434.0,score,1.46
task4,5435.0,score,1.33
task4,5436.0,score,1.3
task4,5437.0,score,1.3
task4,5438.0,score,1.3
task4,5439.0,score,1.29
task4,5440.0,score,1.33
task4,5441.0,score,1.33
task4,5442.0,score,1.33
task4,5443.0,score,1.31
task4,5444.0,score,1.32
task4,5445.0,score,1.32
task4,5446.0,score,1.32
task4,5447.0,score,1.32
task4,5448.0,score,1.3
task4,5449.0,score,1.29
task4,5450.0,score,1.27
task4,5451.0,score,1.27
task4,5452.0,score,1.27
task4,5453.0,score,1.27
task4,5454.0,score,1.23
task4,5455.0,score,1.28
task4,5456.0,score,1.26
task4,5457.0,score,1.31
task4,5458.0,score,1.28
task4,5459.0,score,1.28
task4,5460.0,score,1.28
task4,5461.0,score,1.29
task4,5462.0,score,1.29
task4,5463.0,score,1.27
task4,5464.0,score,1.27
task4,5465.0,score,1.28
task4,5466.0,score,1.27
task4,5467.0,score,1.35
task4,5468.0,score,1.38
task4,5469.0,score,1.4
task4,5470.0,score,1.4
task4,5471.0,score,1.45
